0,0,0
-5,-52,10
-19,-102,20
-41,-149,30
-71,-192,40
-108,-229,50
-150,-259,60
-198,-281,70
-248,-295,80
-300,-300,90
-352,-295,100
-402,-281,110
-449,-259,120
-492,-229,130
-529,-192,140
-559,-149,150
-581,-102,160
-595,-52,170
-600,0,180
-595,52,190
-581,102,200
-559,150,210
-529,192,220
-492,229,230
-450,259,240
-402,281,250
-352,295,260
-300,300,270
-248,295,280
-198,281,290
-150,259,300
-108,229,310
-71,192,320
-41,150,330
-19,102,340
-5,52,350
0,0,360
